anchor,anchor_idx,range,n,old_lin_a,old_lin_b,new_lin_a,new_lin_b,old_poly_p0,old_poly_p1,old_poly_p2,new_poly_p0,new_poly_p1,new_poly_p2,rmse_old_lin,rmse_new_lin,rmse_old_poly,rmse_new_poly,mae_old_lin,mae_new_lin,mae_old_poly,mae_new_poly
A1,0,0,40,-7.920987,0.560629874,-8.444002447980404,0.5966952264381885,0.50696,0.232764752,0.002877630304,-35.52833988399323,2.155286571925447,-0.02212698264956936,1.002668184703188,0.6574355802872718,0.9585482380057843,0.6334324408929606,0.7850612869000007,0.5166768665850683,0.8033151193584004,0.4907843021115754
A1,0,1,120,-45.320531,1.011238899,-17.32805793906062,0.6982160276429625,-269.371748,5.345956243,-0.020781949043,3.097516135578174,0.1209401369494537,0.003929703573457436,6.970929522474621,1.212292038599877,36.36038945976063,0.9765753348359318,5.537445281541665,0.9838160704476449,28.57511222908148,0.7689973994784636
A1,0,2,80,-46.12701,0.974567451,-41.46510538070598,0.9591605043580512,-30.914491,0.838229897,0.000271495075,-25.34199641621541,0.7935316064236612,0.0003543494351766789,3.761571000988448,3.215675090979178,2.621714440249206,2.464164846787525,2.934008640637499,2.440008362106367,2.08587725372469,1.943556719171918
A1,0,3,40,-9.863671,0.92829053,-9.863670707908867,0.9282905296364534,-1713.639273,6.252989621,-0.004048981892,-1713.639273242469,6.252989621387475,-0.004048981891561829,6.092773643978725,6.09277364397874,2.162599952934566,2.162599952934621,3.910418987750002,3.91041899083923,1.505777824047931,1.505777895095019
A1,0,4,60,16.20709,0.906326793,-222.590711903601,1.076949637108353,1971.562486,-1.789529706,0.000823687047,623.1217974706938,0.07008199154062576,0.0002553367609297743,196.6617237859382,96.60489892839173,438.9753799867044,8.461879774037724,119.4067287486834,89.89293335820227,254.7320778453638,4.628363594602947
A1,0,5,0,3000.0,0.0,,,3000.0,0.0,0.0,,,,,,,,,,,
A2,1,0,50,-11.788778,0.629175295,-19.5397614314115,0.81013916500994,-22.550835,1.015710318,-0.003227560187,-10.40402124419765,0.3716105525068236,0.005201227377292373,1.233183621605494,0.8914772068527447,0.9526643516027253,0.8865456263114811,1.0649580048,0.7216302186878736,0.7859159564365996,0.7194190745597052
A2,1,1,98,-150.276048,2.015586367,-9.381345305188908,0.5967509546441423,-56.450537,0.212203772,0.008649595507,-8.117260556619115,0.5608136534948766,0.0002462899012490322,45.2590957001071,0.9667931834842903,32.00877400009112,0.965501052221385,40.95367359794898,0.8105120991876719,29.64937764018018,0.8060869049751734
A2,1,2,92,-6.897944,0.815575627,-22.95574925103573,0.8659068593053848,-84.559781,1.500325769,-0.00129392852,-78.98447542525759,1.460499206127216,-0.001227830807574983,13.46944092115396,10.86187961053735,5.219578986647136,5.032102712991546,11.36273613298913,7.978825194750749,4.179534333693043,4.034041853477703
A2,1,3,40,-18.451526,0.847455072,-18.45152551574904,0.8474550724754191,1594.617826,-3.821157546,0.003318121619,1594.617825705239,-3.821157545723851,0.003318121619088505,64.75194295047984,64.75194295047984,60.32461744532793,60.32461744532794,52.14829894,52.14829860872523,45.74895621475302,45.74895623318816
A2,1,4,60,-1189.281891,1.528761112,-1050.403936407061,1.445004233257728,-1591.815677,2.002782068,-0.000134730616,-1528.162938371043,1.927636472981978,-0.0001133093690105679,66.7885207475681,28.01129375124317,17.21179886878686,11.70524272998218,44.30893785093324,25.0004755882144,13.73177285590517,7.384905645094928
A2,1,5,0,3000.0,0.0,,,3000.0,0.0,0.0,,,,,,,,,,,
A3,2,0,48,-10.975864,0.614821903,-9.925643086816688,0.5968649517684884,-4.121911,0.353741242,0.002288546413,20.32061755568303,-0.9568622124445094,0.01951798312890704,0.9142384236499909,0.8429078853043508,0.8942970722680322,0.6459552370663983,0.7650142125000001,0.7304226956055739,0.7215053053898751,0.5190616058228327
A3,2,1,108,-72.250721,1.26707278,-14.59881711768454,0.6648830294047834,-798.792456,15.067108369,-0.065233037975,-15.6132703434023,0.6927680347899647,-0.0001851851666366236,16.22265165190347,1.821151701541039,113.6264488732261,1.820717723257651,14.29634348962963,1.356407526676511,94.42457336820326,1.359889449765861
A3,2,2,84,-48.541441,0.979988595,-40.43007630203379,0.9530181904996543,79.446354,-0.219436726,0.002477209871,27.47401202063806,0.2117568033715505,0.001650409095546925,10.93069195950452,10.35104012152016,10.56867975768315,5.722987624473608,9.755186790952385,8.932051243859771,6.462558925074596,4.350991854849593
A3,2,3,40,238.863974,0.568337768,239.1218624578376,0.5679542611617284,1095.019806,-2.02797594,0.001904415423,1110.883535457673,-2.075813099053217,0.001939293782087081,76.287998700119,76.2879848852339,75.60310487398611,75.60287509962308,61.1005895192,61.11351831459569,63.78947557960576,63.84606393090309
A3,2,4,60,-722.593423,1.266922277,-756.8253589969927,1.28805558052469,-1610.998913,2.332959723,-0.000303717763,-649.2144367002603,1.177509699217834,2.589086211775552e-05,36.64222666743989,32.28742537776427,228.7850339974721,31.43891772145601,28.96269812100002,17.83425101165938,148.8168963868006,18.92122749313802
A3,2,5,0,3000.0,0.0,,,3000.0,0.0,0.0,,,,,,,,,,,
